"7"	"Eastern Greene Schools"	"Eastern Greene Schools"	"0"
"69"	"Binghamton City Sch District"	"Binghamton City School District"	"1"
"3"	"Carl Junction Sch Dist R1"	"Carl Junction School District R1"	"0"
"2"	"Kent Co Public Schools"	"Kent County Public Schools"	"1"
"2"	"West York Area School District"	"West York Area School District"	"1"
"6"	"Childress Ind School District"	"Childress Independent School District"	"1"
"2"	"Forrest Co Agricultural Hsd"	"Forrest County Agricultural Hsd"	"0"
"32"	"Bethel School District 403"	"Bethel School District 403"	"0"
"1"	"Centerburg Local School Dist"	"Centerburg Local School District"	"1"
"5"	"Rsu 11/Sad 11"	"Rsu 11/Sad 11"	"0"
"56"	"El Segundo Unified SD"	"El Segundo Unified School District"	"1"
"8"	"Marblehead Public School Dist"	"Marblehead Public School District"	"0"
"1"	"Telluride School District R-1"	"Telluride School District R-1"	"1"
"2"	"Morton Grove School Dist 70"	"Morton Grove School District 70"	"0"
"1"	"Mountain Home Sch Dist 193"	"Mountain Home School District 193"	"1"
"1"	"Plymouth Joint School District"	"Plymouth Joint School District"	"0"
"55"	"Whiteville City Sch District"	"Whiteville City School District"	"0"
"2"	"Fenton Area Public School Dist"	"Fenton Area Public School District"	"0"
"1"	"Pinckney Cmty School District"	"Pinckney Community School District"	"0"
"7"	"Chelmsford School District"	"Chelmsford School District"	"1"
"1"	"Meriwether Co School District"	"Meriwether County School District"	"1"
"9"	"Mcdonald Co School District R1"	"Mcdonald County School District R1"	"0"
"337"	"Fulton Co School District"	"Fulton County School District"	"1"
"3"	"Prairie Central Cmty Usd 8"	"Prairie Central Community Usd 8"	"0"
"2"	"Tonawanda City School District"	"Tonawanda City School District"	"1"
"2"	"Homewood Flossmoor Chsd 233"	"Homewood Flossmoor Chsd 233"	"0"
"3"	"Aransas Co Ind School District"	"Aransas County Independent School District"	"1"
"11"	"Gasconade Co School Dist R2"	"Gasconade County School District R2"	"0"
"25"	"Guthrie School District I-01"	"Guthrie School District I-01"	"0"
"2"	"Glide School District 12"	"Glide School District 12"	"1"
"2"	"Olivet Cmty School District"	"Olivet Community School District"	"0"
"10"	"Crescent School District I-2"	"Crescent School District I-2"	"0"
"4"	"Garvey School District"	"Garvey School District"	"0"
"3"	"Cherry Hill Public School Dist"	"Cherry Hill Public School District"	"0"
"46"	"Newkirk School District 29"	"Newkirk School District 29"	"0"
"3"	"Gladstone Area School Dist"	"Gladstone Area School District"	"0"
"1"	"Piedmont Unified Sch Dist"	"Piedmont Unified School District"	"0"
"7"	"Roland Ind School District 5"	"Roland Independent School District 5"	"0"
"7"	"Hastings on Hudson Union Fr Sd"	"Hastings on Hudson Union Fr School District"	"0"
"2"	"Merkel Ind School District"	"Merkel Independent School District"	"1"
"4"	"Frontier School District"	"Frontier School District"	"0"
"250"	"Springfield Pub Sch Dist 186"	"Springfield Public School District 186"	"0"
"59"	"North West Hendricks Sch Dist"	"North West Hendricks School District"	"0"
"3"	"Rossville Cons School Dist"	"Rossville Consolidated School District"	"1"
"23"	"Comanche School District 2"	"Comanche School District 2"	"0"
"2"	"Minot School District 1"	"Minot School District 1"	"0"
"1"	"Tri Co School District R7"	"Tri County School District R7"	"0"
"3"	"Thornton Fractnl Twp Hsd 215"	"Thornton Fractnl Township Hsd 215"	"0"
"5"	"Rsu 29/Sad 29"	"Rsu 29/Sad 29"	"0"
"4"	"Cranford Public School Dist"	"Cranford Public School District"	"0"
"16"	"Russellville School District"	"Russellville School District"	"0"
"4"	"Ottawa Unified Sch Dist 290"	"Ottawa Unified School District 290"	"1"
"6"	"West Babylon Union Free SD"	"West Babylon Union Free School District"	"1"
"6"	"Queen Creek Unified SD 95"	"Queen Creek Unified School District 95"	"0"
"1"	"Marceline School District R5"	"Marceline School District R5"	"0"
"3"	"Placer Union High School Dist"	"Placer Union High School District"	"0"
"43"	"Loudoun Co Public School Dist"	"Loudoun County Public School District"	"0"
"9"	"Bristol Public School District"	"Bristol Public School District"	"0"
"7"	"Marlboro Twp Public Sch Dist"	"Marlboro Township Public School District"	"0"
"27"	"Abbeville Co School District"	"Abbeville County School District"	"1"
"1"	"East Jasper Sch District"	"East Jasper School District"	"1"
"4"	"Woodhaven-brownstown Sch Dist"	"Woodhaven-brownstown School District"	"0"
"5"	"Nogales Unified School Dist 1"	"Nogales Unified School District 1"	"0"
"21"	"Hardin Ind School District"	"Hardin Independent School District"	"1"
"1"	"Cashmere School Dist 222"	"Cashmere School District 222"	"0"
"12"	"Forest Lake Ind Sch Dist 831"	"Forest Lake Independent School District 831"	"0"
"40"	"Leflore Co School District"	"Leflore County School District"	"1"
"45"	"Racine Unified School District"	"Racine Unified School District"	"0"
"24"	"Geary Co Unif Sch Dist 475"	"Geary County Unified School District 475"	"0"
"1"	"Capay Joint Union Elem SD"	"Capay Joint Union Elementary School District"	"0"
"1"	"Jourdanton Ind School District"	"Jourdanton Independent School District"	"1"
"3"	"Alvarado Ind School District"	"Alvarado Independent School District"	"1"
"2"	"Union Ridge School Dist 86"	"Union Ridge School District 86"	"0"
"9"	"Orinda Union School District"	"Orinda Union School District"	"0"
"1"	"Zaneis Consolidated SD 72"	"Zaneis Consolidated School District 72"	"0"
"1"	"Bonduel School District"	"Bonduel School District"	"1"
"27"	"Lincoln Co School District R3"	"Lincoln County School District R3"	"0"
"21"	"Grapevine-colleyville Ind SD"	"Grapevine-colleyville Independent School District"	"0"
"6"	"Kingsburg Joint Union Hsd"	"Kingsburg Joint Union Hsd"	"0"
"6"	"Suttons Bay Public Sch Dist"	"Suttons Bay Public School District"	"0"
"328"	"Pasadena Unified School Dist"	"Pasadena Unified School District"	"1"
"9"	"Kellyville School District 31"	"Kellyville School District 31"	"0"
"272"	"Orange Co School District"	"Orange County School District"	"1"
"3"	"Clarkton School District C4"	"Clarkton School District C4"	"0"
"98"	"Marion Co School District"	"Marion County School District"	"1"
"1"	"Amherst Public School Dist 119"	"Amherst Public School District 119"	"0"
"3"	"Skokie School District 73 1/2"	"Skokie School District 73 1/2"	"0"
"16"	"Easthampton School District"	"Easthampton School District"	"1"
"1"	"Exeter Union Elem Sch District"	"Exeter Union Elementary School District"	"0"
"3"	"Lower Kuskokwim School Dist"	"Lower Kuskokwim School District"	"1"
"12"	"Lumpkin Co School District"	"Lumpkin County School District"	"1"
"32"	"East Moline Public Sch Dist 37"	"East Moline Public School District 37"	"0"
"3"	"Coronado Unif School District"	"Coronado Unified School District"	"1"
"7"	"Gentry School District 19"	"Gentry School District 19"	"0"
"16"	"Camden Co School District"	"Camden County School District"	"1"
"1"	"Palmyra Macedon Ctl Sch Dist"	"Palmyra Macedon Central School District"	"0"
"11"	"Wisconsin Dept of Education"	"Wisconsin Dept of Education"	"0"
"42"	"Petersburg School District"	"Petersburg School District"	"0"
"21"	"San Bruno Park School District"	"San Bruno Park School District"	"0"
"2"	"Oakland Cmty Unit Sch Dist 5"	"Oakland Community Unit School District 5"	"1"
"3"	"Chittenden South Su 14"	"Chittenden South Su 14"	"0"
"1"	"St Louis Park School Dist 283"	"Saint Louis Park School District 283"	"0"
"1"	"Winooski School District 17"	"Winooski School District 17"	"0"
"1"	"Weatherford School Dist 26"	"Weatherford School District 26"	"0"
"9"	"Peru Elem Sch Dist 124"	"Peru Elementary School District 124"	"0"
"34"	"Lauderdale Co School District"	"Lauderdale County School District"	"1"
"24"	"Mountain View School District-Los Angeles"	"Mountain View School District-Los Angeles"	"0"
"25"	"Red Oak Cmty School District"	"Red Oak Community School District"	"1"
"2"	"Hockinson School District 98"	"Hockinson School District 98"	"0"
"273"	"Washington Township Sch Dist"	"Washington Township School District"	"1"
"1"	"North Lake School District"	"North Lake School District"	"0"
"1"	"Corinth School District"	"Corinth School District"	"1"
"13"	"Coolidge Unif School Dist 21"	"Coolidge Unified School District 21"	"0"
"6"	"Cedar Ridge School District"	"Cedar Ridge School District"	"1"
"7"	"Mt Laurel Twp Elem School Dist"	"Mount Laurel Township Elementary School District"	"0"
"16"	"Hattiesburg Public Sch Dist"	"Hattiesburg Public School District"	"1"
"13"	"Bradley Co School District"	"Bradley County School District"	"1"
"39"	"Walnut Creek School District"	"Walnut Creek School District"	"0"
"1"	"Beatrice Public School Dist 15"	"Beatrice Public School District 15"	"0"
"8"	"Community Schools Of Frankfort"	"Community Schools Of Frankfort"	"0"
"50"	"Mchenry Cmty Cons Sch Dist 15"	"Mchenry Community Consolidated School District 15"	"0"
"8"	"Lemoore Union High Sch Dist"	"Lemoore Union High School District"	"0"
"1"	"Bradford Area School District"	"Bradford Area School District"	"1"
"4"	"Rockford Public School Dist"	"Rockford Public School District"	"1"
"3"	"Wilson School District"	"Wilson School District"	"1"
"4"	"Owego Apalachin Ctl Sch Dist"	"Owego Apalachin Central School District"	"0"
"28"	"Lake Orion Cmty School Dist"	"Lake Orion Community School District"	"0"
"26"	"Arvin Union School District"	"Arvin Union School District"	"0"
"1"	"Northville Central School Dist"	"Northville Central School District"	"1"
"2"	"Strafford School District R6"	"Strafford School District R6"	"0"
"25"	"Elk River Ind School Dist 728"	"Elk River Independent School District 728"	"0"
"3"	"Cassopolis Public School Dist"	"Cassopolis Public School District"	"0"
"1"	"Robein Cmty School District 85"	"Robein Community School District 85"	"0"
"1"	"Hamlin School District 28-3"	"Hamlin School District 28-3"	"1"
"5"	"East Providence City Sch Dist"	"East Providence City School District"	"0"
"11"	"Ocean Springs School District"	"Ocean Springs School District"	"1"
"1"	"Ketchum School District I-6"	"Ketchum School District I-6"	"0"
"1"	"Okarche School District 105"	"Okarche School District 105"	"0"
"5"	"Penn Harris Madison Sch Dist"	"Penn Harris Madison School District"	"0"
"2"	"Thornapple-kellogg School Dist"	"Thornapple-kellogg School District"	"0"
"9"	"Carrollton City Sch District"	"Carrollton City School District"	"1"
"2"	"Pittsville School District"	"Pittsville School District"	"1"
"8"	"North Wasco Co Sch Dist 21"	"North Wasco County School District 21"	"0"
"1"	"Baraga Area School District"	"Baraga Area School District"	"0"
"2"	"Los Altos School District"	"Los Altos School District"	"0"
"7"	"North Brunswick Twp Public SD"	"North Brunswick Township Public School District"	"0"
"2"	"Hickman Co School District"	"Hickman County School District"	"1"
"1"	"Gervais School District 1"	"Gervais School District 1"	"1"
"2"	"Sayreville School District"	"Sayreville School District"	"0"
"9"	"Bradley Elem School Dist 61"	"Bradley Elementary School District 61"	"0"
"1"	"Central Reg School District"	"Central Reg School District"	"0"
"3"	"Morris Elem School Dist 54"	"Morris Elementary School District 54"	"0"
"2"	"Northern York Co School Dist"	"Northern York County School District"	"1"
"14"	"Burrillville School District"	"Burrillville School District"	"1"
"1"	"Andes Central School Dist"	"Andes Central School District"	"1"
"3"	"Walnut Valley Unified Sch Dist"	"Walnut Valley Unified School District"	"1"
"280"	"Chicago Psd-Area 26"	"Chicago Psd-Area 26"	"0"
"4"	"Mascoutah Cmty Sch Dist 19"	"Mascoutah Community School District 19"	"0"
"204"	"Chicago Psd-Area 27"	"Chicago Psd-Area 27"	"0"
"70"	"Milpitas Unified School Dist"	"Milpitas Unified School District"	"1"
"6"	"Rush Co Schools"	"Rush County Schools"	"1"
"630"	"Chicago Psd-Area 28"	"Chicago Psd-Area 28"	"0"
"234"	"Chicago Psd-Area 29"	"Chicago Psd-Area 29"	"0"
"1"	"Bedminster Twp School District"	"Bedminster Township School District"	"0"
"1"	"Northwestern Local School Dist-Wayne"	"Northwestern Local School Dist-Wayne"	"0"
"1"	"Lanier Co School District"	"Lanier County School District"	"1"
"3"	"Township High School Dist 211"	"Township High School District 211"	"0"
"9"	"Township High School Dist 214"	"Township High School District 214"	"0"
"1"	"West Sonoma Co Union Hsd"	"West Sonoma County Union Hsd"	"0"
"6"	"Pierce Joint Unified Sch Dist"	"Pierce Joint Unified School District"	"1"
"269"	"Prince Georges Co School Dist"	"Prince Georges County School District"	"0"
"4"	"Hoxie School District 46"	"Hoxie School District 46"	"0"
"1"	"Grady Co Public School Dist"	"Grady County Public School District"	"0"
"1"	"White Lake School District 1-3"	"White Lake School District 1-3"	"0"
"1"	"Cuero Ind School District"	"Cuero Independent School District"	"1"
"26"	"Abilene Ind School District"	"Abilene Independent School District"	"1"
"7"	"Show Low Unif School Dist 10"	"Show Low Unified School District 10"	"0"
"2"	"Secaucus School District"	"Secaucus School District"	"0"
"1"	"Stow-munroe Falls City SD"	"Stow-munroe Falls City School District"	"0"
"26"	"Chicago Psd-Area 30"	"Chicago Psd-Area 30"	"0"
"18"	"Harlandale Ind School District"	"Harlandale Independent School District"	"1"
"5"	"Delano Ind School District 879"	"Delano Independent School District 879"	"0"
"73"	"Cartwright School District 83"	"Cartwright School District 83"	"0"
"2"	"Stockbridge School District"	"Stockbridge School District"	"1"
"172"	"Adams 12 Five Star Schools"	"Adams 12 Five Star Schools"	"0"
"5"	"Plumas Lake Elem School Dist"	"Plumas Lake Elementary School District"	"0"
"499"	"Pender Co School District"	"Pender County School District"	"0"
"3"	"Mchenry Cmty High Sch Dist 156"	"Mchenry Community High School District 156"	"0"
"9"	"Kerrville Ind School District"	"Kerrville Independent School District"	"1"
"74"	"Wyandanch Union Free Sch Dist"	"Wyandanch Union Free School District"	"1"
"1"	"Villisca Cmty School District"	"Villisca Community School District"	"1"
"29"	"Milton School District"	"Milton School District"	"1"
"6"	"Whittier Union High Sch Dist"	"Whittier Union High School District"	"0"
"2"	"Hazlehurst City Sch District"	"Hazlehurst City School District"	"1"
"163"	"New Orleans Public Sch Dist"	"New Orleans Public School District"	"0"
"11"	"Streator Elem School Dist 44"	"Streator Elementary School District 44"	"0"
"1"	"Durand Cmty Sch Dist 322"	"Durand Community School District 322"	"0"
"65"	"Hilton Central School District"	"Hilton Central School District"	"1"
"2"	"Lone Oak Ind School District"	"Lone Oak Independent School District"	"1"
"2233"	"Chicago Psd-Area 54"	"Chicago Psd-Area 54"	"0"
"3"	"Spring Lake Park SD 16"	"Spring Lake Park School District 16"	"0"
"4"	"Richland School District 400"	"Richland School District 400"	"0"
"3"	"School District of Omro"	"School District of Omro"	"0"
"31"	"Barren Co School District"	"Barren County School District"	"1"
"1"	"Wayland Public School District"	"Wayland Public School District"	"0"
"17"	"Huntington Beach City SD"	"Huntington Beach City School District"	"0"
"1"	"Sheldon R-viii School District"	"Sheldon R-viii School District"	"0"
"5"	"Kingston School District 3"	"Kingston School District 3"	"0"
"172"	"Folsom-cordova Unif Sch Dist"	"Folsom-cordova Unified School District"	"0"
"3"	"La Grange Cmty School Dist 105"	"La Grange Community School District 105"	"0"
"3"	"Point Isabel Ind Sch Dist"	"Point Isabel Independent School District"	"1"
"21"	"Quincy Public School District"	"Quincy Public School District"	"0"
"2"	"Boyle Co School District"	"Boyle County School District"	"1"
"5"	"Melbourne School District"	"Melbourne School District"	"1"
"10"	"Kodiak Island Boro School Dist"	"Kodiak Island Boro School District"	"0"
"16"	"Griffin Spalding Co Sch Dist"	"Griffin Spalding County School District"	"0"
"13"	"United Ind School District"	"United Independent School District"	"1"
"12"	"Ridgefield Park Sch District"	"Ridgefield Park School District"	"0"
"61"	"Macomb School District 4"	"Macomb School District 4"	"0"
"1"	"Schuylkill Valley Sch District"	"Schuylkill Valley School District"	"1"
"3"	"Stratford School District"	"Stratford School District"	"1"
"1"	"Baldwin Cmty School District"	"Baldwin Community School District"	"0"
"53"	"Osceola School District"	"Osceola School District"	"1"
"16"	"Aos 95"	"Aos 95"	"0"
"9"	"Aos 92"	"Aos 92"	"0"
"15"	"Indian Lake Ctl School Dist"	"Indian Lake Central School District"	"1"
"22"	"Tolleson Elem School Dist 17"	"Tolleson Elementary School District 17"	"0"
"7"	"Lockhart Ind School District"	"Lockhart Independent School District"	"1"
"5"	"Aos 93"	"Aos 93"	"0"
"25"	"Aos 90"	"Aos 90"	"0"
"2"	"Aos 91"	"Aos 91"	"0"
"1"	"Aos 98"	"Aos 98"	"0"
"47"	"Aos 96"	"Aos 96"	"0"
"63"	"Pearl Public School District"	"Pearl Public School District"	"1"
"25"	"Tooele Co School District"	"Tooele County School District"	"0"
"53"	"Norwalk La Mirada Unified SD"	"Norwalk La Mirada Unified School District"	"0"
"1"	"Chatham Central Sch District"	"Chatham Central School District"	"1"
"5"	"Wyoming Co School District"	"Wyoming County School District"	"1"
"1"	"Bethlehem Center Sch District"	"Bethlehem Center School District"	"0"
"1"	"Washington Co School Dist"	"Washington County School District"	"1"
"4"	"Trinity Ind School District"	"Trinity Independent School District"	"1"
"1"	"Pioneer Regional School Corp"	"Pioneer Regional School Corp"	"0"
"1"	"Demarest School District"	"Demarest School District"	"0"
"38"	"Phenix City School District"	"Phenix City School District"	"0"
"3"	"Elba Central School District"	"Elba Central School District"	"1"
"29"	"Fayetteville School District 1"	"Fayetteville School District 1"	"0"
"21"	"Moss School District 1"	"Moss School District 1"	"0"
"8"	"Union School Dist 93"	"Union School District 93"	"0"
"17"	"Colonial School District"	"Colonial School District"	"1"
"3"	"White Bear Lake Sch Dist-624"	"White Bear Lake School Dist-624"	"0"
"1"	"Frontenac Unified Sch Dist 249"	"Frontenac Unified School District 249"	"0"
"1"	"Hoven School District 53-2"	"Hoven School District 53-2"	"1"
"4"	"Sidney School District 1"	"Sidney School District 1"	"0"
"25"	"Comal Ind School District"	"Comal Independent School District"	"1"
"1"	"Purdy School District R2"	"Purdy School District R2"	"0"
"2"	"Humboldt City School District"	"Humboldt City School District"	"1"
"3"	"Cloquet Ind School District 94"	"Cloquet Independent School District 94"	"0"
"6"	"Mccleary Elem School Dist 65"	"Mccleary Elementary School District 65"	"0"
"13"	"Antelope Valley Union High SD"	"Antelope Valley Union High School District"	"0"
"4"	"Oxford Public Schools"	"Oxford Public Schools"	"0"
"32"	"Los Nietos Elem School Dist"	"Los Nietos Elementary School District"	"0"
"3"	"Palmyra-eagle Area Sch Dist"	"Palmyra-eagle Area School District"	"0"
"2509"	"Knowledge Network Learning Support Organization"	"Knowledge Network Learning Support Organization"	"0"
"6"	"Windsor School District C1"	"Windsor School District C1"	"0"
"1"	"Chester Union Free School Dist"	"Chester Union Free School District"	"1"
"6"	"Lowell School District 71"	"Lowell School District 71"	"1"
"16"	"Bensalem Twp School District"	"Bensalem Township School District"	"1"
"1"	"Pleasant Ridge Union Sch Dist"	"Pleasant Ridge Union School District"	"0"
"2"	"Muskego-norway School District"	"Muskego-norway School District"	"0"
"1"	"Northwest Local School Dist-Scioto"	"Northwest Local School Dist-Scioto"	"0"
"4"	"Lewisburg Area School District"	"Lewisburg Area School District"	"1"
"2"	"Burbank School District 111"	"Burbank School District 111"	"0"
"1"	"St Libory Cons Sch District 30"	"Saint Libory Consolidated School District 30"	"0"
"15"	"Wylie Ind School District-Collin"	"Wylie Independent School District-Collin"	"0"
"2"	"Eatonville School District 404"	"Eatonville School District 404"	"0"
"1"	"Whitehall School Dist 4-47-2"	"Whitehall School District 4-47-2"	"0"
"3"	"Carlisle Cmty School District"	"Carlisle Community School District"	"1"
"3"	"Selma Unified Sch District"	"Selma Unified School District"	"1"
"23"	"Pike Co School District"	"Pike County School District"	"1"
"2"	"Homewood City School District"	"Homewood City School District"	"1"
"1"	"Crowell Ind School District"	"Crowell Independent School District"	"1"
"11"	"Breathitt Co School District"	"Breathitt County School District"	"1"
"2"	"Laurel Co School District"	"Laurel County School District"	"1"
"1"	"Waterford Unified Sch District"	"Waterford Unified School District"	"1"
"27"	"Akron Public Schools"	"Akron Public Schools"	"0"
"5"	"Mcminnville School District 40"	"Mcminnville School District 40"	"0"
"3"	"Washita Heights Sch Dist 9"	"Washita Heights School District 9"	"0"
"8"	"Eagle Grove Cmty School Dist"	"Eagle Grove Community School District"	"1"
"25"	"Reeds Spring School Dist R4"	"Reeds Spring School District R4"	"0"
"1"	"Willmar School District 347"	"Willmar School District 347"	"0"
"12"	"Foreman School District"	"Foreman School District"	"1"
"19"	"North Bolivar School District"	"North Bolivar School District"	"1"
"41"	"Warren Cons School District"	"Warren Consolidated School District"	"0"
"27"	"Verona Area School District"	"Verona Area School District"	"1"
"4"	"Conecuh Co School District"	"Conecuh County School District"	"1"
"5"	"Stephenville Ind School Dist"	"Stephenville Independent School District"	"1"
"2"	"Romeo Cmty School District"	"Romeo Community School District"	"0"
"3"	"Window Rock Unif School Dist 8"	"Window Rock Unified School District 8"	"0"
"19"	"Academy School District 20"	"Academy School District 20"	"1"
"8"	"East Holmes Local School Dist"	"East Holmes Local School District"	"1"
"40"	"Long Beach School District"	"Long Beach School District"	"1"
"4"	"Bethel Local School District"	"Bethel Local School District"	"1"
"7"	"Massac Unit School District 1"	"Massac Unit School District 1"	"1"
"6"	"Huntington Co Cmty Sch Dist"	"Huntington County Community School District"	"0"
"6"	"Camden Central School District"	"Camden Central School District"	"1"
"1"	"Philipsburg Osceola Area SD"	"Philipsburg Osceola Area School District"	"0"
"26"	"Longview Ind School District"	"Longview Independent School District"	"1"
"2"	"Logan-hocking Local Sch Dist"	"Logan-hocking Local School District"	"0"
"7"	"Blue Ridge Cmty SD 18"	"Blue Ridge Community School District 18"	"0"
"2"	"Kilgore Ind School District"	"Kilgore Independent School District"	"1"
"22"	"Lee's Summit School Dist R7"	"Lee's Summit School District R7"	"0"
"2"	"Lincoln Elem School Dist 156"	"Lincoln Elementary School District 156"	"0"
"3"	"Fredonia Central School Dist"	"Fredonia Central School District"	"1"
"12"	"Tahlequah Pub Sch Dist I-35"	"Tahlequah Public School District I-35"	"0"
"4"	"Coahoma Agricultural Hs Dist"	"Coahoma Agricultural Hs District"	"0"
"28"	"Bayshore School District"	"Bayshore School District"	"0"
"4"	"Aos 77"	"Aos 77"	"0"
"1"	"Highland Joint School Dist 305"	"Highland Joint School District 305"	"1"
"3"	"Valliant School District I 011"	"Valliant School District I 011"	"0"
"14"	"Bassett Unified School Dist"	"Bassett Unified School District"	"1"
"6"	"Hopewell Area School District"	"Hopewell Area School District"	"1"
"1"	"Canandaigua City School Dist"	"Canandaigua City School District"	"1"
"2"	"Gavin School District 37"	"Gavin School District 37"	"0"
"190"	"Lancaster Co School District"	"Lancaster County School District"	"1"
"31"	"Collinsville Cmty Sch Dist 10"	"Collinsville Community School District 10"	"0"
"7"	"Little Cypress Mauriceville SD"	"Little Cypress Mauriceville School District"	"0"
"12"	"Bryant School District 25"	"Bryant School District 25"	"0"
"2"	"Mohave Valley Elem Sch Dist 16"	"Mohave Valley Elementary School District 16"	"0"
"5"	"Peters Twp School District"	"Peters Township School District"	"1"
"1"	"Addison Northeast Su 1"	"Addison Northeast Su 1"	"0"
"1"	"Seligman Unif Sch Dist 40"	"Seligman Unified School District 40"	"0"
"92"	"Msd Of Lawrence Twp"	"Metropolitan School District Of Lawrence Township"	"0"
"8"	"Central Dauphin School Dist"	"Central Dauphin School District"	"1"
"1"	"Mt Pulaski Cmty Unit SD 23"	"Mount Pulaski Community Unit School District 23"	"0"
"83"	"Honolulu School District"	"Honolulu School District"	"0"
"2"	"Healdton School District 55"	"Healdton School District 55"	"0"
"168"	"Bloomington Pub Sch Dist 271"	"Bloomington Public School District 271"	"0"
"3"	"Highland School District 203"	"Highland School District 203"	"0"
"7"	"Madison Consolidated Schools"	"Madison Consolidated Schools"	"1"
"13"	"Rsu 60/Sad 60"	"Rsu 60/Sad 60"	"0"
"18"	"Pointe Coupee Parish Sch Dist"	"Pointe Coupee Parish School District"	"1"
"17"	"George Co School District"	"George County School District"	"1"
"1"	"Downe Twp School District"	"Downe Township School District"	"0"
"22"	"Russell Co School District"	"Russell County School District"	"1"
"4"	"Clatskanie School District 6j"	"Clatskanie School District 6j"	"0"
"15"	"Pearl River Co School District"	"Pearl River County School District"	"1"
"12"	"Wyckoff School District"	"Wyckoff School District"	"0"
"11"	"Lawrence Union Free Sch Dist"	"Lawrence Union Free School District"	"1"
"2"	"Oswego City School District"	"Oswego City School District"	"1"
"27"	"Pell City School District"	"Pell City School District"	"0"
"9"	"Lookeba-sickles Sch Dist I-12"	"Lookeba-sickles School District I-12"	"0"
"1"	"North Central Local Sch Dist-Wayne"	"North Central Local School Dist-Wayne"	"0"
"4"	"Semitropic Elem School Dist"	"Semitropic Elementary School District"	"0"
"4"	"Silver Creek Central Sch Dist"	"Silver Creek Central School District"	"1"
"7"	"Ramona Unified School District"	"Ramona Unified School District"	"0"
"38"	"Piedmont School District 22"	"Piedmont School District 22"	"0"
"4"	"Crockett Ind School District"	"Crockett Independent School District"	"1"
"33"	"Eagle Mtn-saginaw Ind Sch Dist"	"Eagle Mtn-saginaw Independent School District"	"0"
"11"	"Beardsley School District"	"Beardsley School District"	"0"
"4"	"Hoover-schrum Sch Dist 157"	"Hoover-schrum School District 157"	"0"
"10"	"Abc Unified School District"	"Abc Unified School District"	"0"
"114"	"Brownsburg Cmty School Dist"	"Brownsburg Community School District"	"0"
"4"	"Jennings Co School Corporation"	"Jennings County School Corporation"	"0"
"1"	"Warwick Valley Central SD"	"Warwick Valley Central School District"	"1"
"2"	"Troy City School District"	"Troy City School District"	"1"
"6"	"Clarke Co Public School Dist"	"Clarke County Public School District"	"0"
"1"	"Arcohe Union School District"	"Arcohe Union School District"	"0"
"1"	"Northwestern School District"	"Northwestern School District"	"1"
"13"	"Sebastopol Union Sch District"	"Sebastopol Union School District"	"0"
"1"	"Bigfork School District 38"	"Bigfork School District 38"	"0"
"38"	"Kelso School District 458"	"Kelso School District 458"	"0"
"3"	"Brookfield School District R3"	"Brookfield School District R3"	"0"
"30"	"Fontana Unif School District"	"Fontana Unified School District"	"1"
"30"	"Central Community School Dist"	"Central Community School District"	"1"
"7"	"Buffalo Ind School Dist 877"	"Buffalo Independent School District 877"	"0"
"1"	"Toutle Lake School Dist 130"	"Toutle Lake School District 130"	"0"
"122"	"Wichita Falls Ind Sch District"	"Wichita Falls Independent School District"	"1"
"51"	"Hampton Co School District 1"	"Hampton County School District 1"	"0"
"3"	"La Grange Ind School District"	"La Grange Independent School District"	"1"
"4"	"Lake Villa Cmty Cons SD 41"	"Lake Villa Community Consolidated School District 41"	"0"
"1"	"Stanwood-camano Sch Dist 401"	"Stanwood-camano School District 401"	"0"
"1"	"Raceland-worthington Ind SD"	"Raceland-worthington Independent School District"	"0"
"2"	"Carterville Cmty Unit SD 5"	"Carterville Community Unit School District 5"	"1"
"1"	"Sedro Woolley School Dist 101"	"Sedro Woolley School District 101"	"0"
"2"	"Morehouse Parish School Dist"	"Morehouse Parish School District"	"1"
"7"	"Dry Creek Joint Elem Sch Dist"	"Dry Creek Joint Elementary School District"	"0"
"1"	"Silver Lake Usd Sch Dist 372"	"Silver Lake Usd School District 372"	"0"
"17"	"Sweetwater City Sch District"	"Sweetwater City School District"	"0"
"1"	"Bridgewater-raynham Reg SD"	"Bridgewater-raynham Reg School District"	"0"
"10"	"Malden Public School District"	"Malden Public School District"	"0"
"29"	"Lebanon School District R3"	"Lebanon School District R3"	"0"
"2"	"Menlo Park City Sch District"	"Menlo Park City School District"	"0"
"518"	"Antioch Unified School Dist"	"Antioch Unified School District"	"1"
"12"	"Shoreline School District 412"	"Shoreline School District 412"	"0"
"20"	"Fox Chapel Area School Dist"	"Fox Chapel Area School District"	"1"
"35"	"Waynesville School Dist R6"	"Waynesville School District R6"	"0"
"4"	"Philadelphia Pub Sch District"	"Philadelphia Public School District"	"1"
"3"	"Perrysburg Exempted Village SD"	"Perrysburg Exempted Village School District"	"1"
"6"	"South Pasadena Unif Sch Dist"	"South Pasadena Unified School District"	"1"
"4"	"Nyack Union Free Sch District"	"Nyack Union Free School District"	"1"
"79"	"Pasadena Ind School District"	"Pasadena Independent School District"	"1"
"3"	"Weld Co SD Re-8 Ft Lupton"	"Weld County School District Re-8 Fort Lupton"	"0"
"3822"	"San Francisco Unified Sch Dist"	"San Francisco Unified School District"	"1"
"4"	"Widefield School District 3"	"Widefield School District 3"	"1"
"4"	"South Montgomery Cmty Sch Corp"	"South Montgomery Community School Corp"	"0"
